preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta
R$ 2.400,R$ 580,R$ 105,Rua Bartolomeu de Gusmão,"Imóvel para alugar com 27 m², 1 quarto, 1 banheiro emVila Mariana, São Paulo",1.0,1,27.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-com-piscina-vila-mariana-sao-paulo-27m2-id-2816734037/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 5.500,,R$ 490,Praça José Vicente Nóbrega,"Sobrado para alugar com 300 m², 4 quartos, 4 banheiros, 1 vaga emCambuci, São Paulo",4.0,4,300.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-com-varanda-cambuci-sao-paulo-300m2-id-2791565644/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 14.000,,R$ 2.630,Rua Cardoso de Almeida,"Sobrado para alugar com 430 m², 7 quartos, 3 banheiros, 4 vagas emSumaré, São Paulo",7.0,3,430.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-7-quartos-sumare-sao-paulo-430m2-id-2859854499/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 3.180,R$ 703,R$ 167,Rua Espírito Santo,"Imóvel para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emAclimação, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-mobiliado-aclimacao-sao-paulo-35m2-id-2855452672/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 6.000,,R$ 897,Rua Professor Henrique Neves Lefevre,"Sobrado para alugar com 323 m², 5 quartos, 4 banheiros, 1 vaga emJardim Petrópolis, São Paulo",5.0,4,323.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-5-quartos-com-cozinha-jardim-petropolis-sao-paulo-323m2-id-2823023818/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 10.000,,R$ 1.822,Rua dos Manacás,"Casa para alugar com 5000 m², 3 quartos, 3 banheiros, 3 vagas emCidade Jardim, São Paulo",3.0,3,5000.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-com-churrasqueira-cidade-jardim-sao-paulo-5000m2-id-2856192714/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 3.800,R$ 398,R$ 1.242,Rua João de Lacerda Soares,"Imóvel para alugar com 32 m², 1 quarto, 1 banheiro emJardim das Acácias, São Paulo",1.0,1,32.0,https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-com-piscina-jardim-das-acacias-sao-paulo-32m2-id-2867845683/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 1.350,R$ 170,,Travessa Cachoeira do Arrependido,"Apartamento para alugar com 42 m², 2 quartos, 1 banheiro, 1 vaga emConjunto Promorar Raposo Tavares, São Paulo",2.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-conjunto-promorar-raposo-tavares-sao-paulo-42m2-id-2874876066/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:01:57
R$ 5.400,R$ 1.400,R$ 516,Rua Traituba,"Apartamento para alugar com 84 m², 2 quartos, 2 banheiros, 2 vagas emSaúde, São Paulo",2.0,2,84.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-academia-saude-zona-sul-sao-paulo-sp-84m2-id-2869012384/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 40.000,R$ 8.789,R$ 2.600,Alameda Itu,"Apartamento para alugar com 369 m², 3 quartos, 3 banheiros, 3 vagas emJardim Paulista, São Paulo",3.0,3,369.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-armario-de-cozinha-jardim-paulista-zona-sul-sao-paulo-sp-369m2-id-2854834125/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 2.800,R$ 415,R$ 50,Rua Godói Colaço,"Apartamento para alugar com 25 m², 1 quarto, 1 banheiro emVila Cordeiro, São Paulo",1.0,1,25.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-brooklin-zona-sul-sao-paulo-sp-25m2-id-2874709155/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 4.000,R$ 850,R$ 150,Avenida Nossa Senhora do Sabará,"Apartamento para alugar com 75 m², 3 quartos, 3 banheiros, 1 vaga emVila Isa, São Paulo",3.0,3,75.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vila-isa-sao-paulo-75m2-id-2874895211/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.200,R$ 600,R$ 250,Rua Taquari,"Apartamento para alugar com 50 m², 2 quartos, 1 banheiro, 1 vaga emMooca, São Paulo",2.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-mooca-sao-paulo-50m2-id-2835101919/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 4.800,R$ 825,R$ 215,Rua João Rudge,"Apartamento para alugar com 78 m², 2 quartos, 3 banheiros, 2 vagas emCasa Verde, São Paulo",2.0,3,78.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-churrasqueira-casa-verde-sao-paulo-78m2-id-2874842392/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.000,R$ 150,R$ 120,Rua Antônio Tavares,"Apartamento para alugar com 100 m², 2 quartos, 1 banheiro, 1 vaga emCambuci, São Paulo",2.0,1,100.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-cambuci-sao-paulo-100m2-id-2818961884/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 5.400,R$ 900,R$ 581,Rua Caiubi,"Apartamento para alugar com 92 m², 3 quartos, 2 banheiros, 1 vaga emPerdizes, São Paulo",3.0,2,92.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-perdizes-sao-paulo-92m2-id-2874349742/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.500,,R$ 1.090,Rua Professora Haidêe Silva Martins,"Casa para alugar com 100 m², 3 quartos, 2 banheiros, 20 vagas emJardim Campo Grande, São Paulo",3.0,2,100.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-jardim-campo-grande-sao-paulo-100m2-id-2871047009/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.000,,R$ 330,Rua Maniutuba,"Casa para alugar com 123 m², 2 quartos, 1 banheiro, 1 vaga emChácara Santo Antônio (Zona Leste), São Paulo",2.0,1,123.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-chacara-santo-antonio-zona-leste-sao-paulo-123m2-id-2874889301/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 12.000,R$ 3.054,R$ 1.447,Rua Roma,"Apartamento para alugar com 162 m², 3 quartos, 1 banheiro, 3 vagas emLapa, São Paulo",3.0,1,162.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-mobiliado-lapa-sao-paulo-162m2-id-2818181015/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 7.900,R$ 800,R$ 43,Avenida Agami,"Apartamento para alugar com 37 m², 2 quartos, 1 banheiro emMoema, São Paulo",2.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-moema-sao-paulo-37m2-id-2719982256/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 1.600,R$ 480,,Rua Porto Nacional,"Apartamento para alugar com 48 m², 2 quartos, 1 banheiro, 1 vaga emVila Siqueira (Zona Norte), São Paulo",2.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-academia-vila-siqueira-zona-norte-sao-paulo-48m2-id-2874848419/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.700,R$ 795,R$ 180,Rua Matias Aires,"Apartamento para alugar com 58 m², 2 quartos, 1 banheiro, 1 vaga emConsolação, São Paulo",2.0,1,58.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-consolacao-sao-paulo-58m2-id-2828855645/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 8.000,R$ 1.470,R$ 395,Rua Arruda Alvim,"Apartamento para alugar com 88 m², 2 quartos, 2 banheiros, 2 vagas emPinheiros, São Paulo",2.0,2,88.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-pinheiros-sao-paulo-88m2-id-2873549738/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 10.000,R$ 1.300,R$ 600,Avenida Indianópolis,"Apartamento para alugar com 61 m², 1 quarto, 2 banheiros, 1 vaga emIndianópolis, São Paulo",1.0,2,61.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-indianopolis-sao-paulo-61m2-id-2873075773/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 16.000,R$ 3.200,R$ 2.100,Rua Caiubi,"Apartamento para alugar com 203 m², 4 quartos, 5 banheiros, 2 vagas emPerdizes, São Paulo",4.0,5,203.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-piscina-perdizes-sao-paulo-203m2-id-2795603715/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 5.200,R$ 971,R$ 178,Rua das Fiandeiras,"Apartamento para alugar com 56 m², 2 quartos, 2 banheiros, 1 vaga emVila Olímpia, São Paulo",2.0,2,56.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-vila-olimpia-sao-paulo-56m2-id-2873071746/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 2.700,,,Rua Nicolau Filizola,"Casa para alugar com 120 m², 2 quartos, 2 banheiros, 2 vagas emJardim Rosa Maria, São Paulo",2.0,2,120.0,https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-area-de-servico-jardim-rosa-maria-sao-paulo-120m2-id-2874867993/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 17.000,,,Rua Quatá,"Apartamento para alugar com 82 m², 2 quartos, 2 banheiros, 2 vagas emVila Olímpia, São Paulo",2.0,2,82.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-vila-olimpia-sao-paulo-82m2-id-2875009983/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 8.000,,R$ 1,Rua Casa Forte,"Sobrado para alugar com 140 m², 3 quartos, 4 banheiros, 2 vagas emÁgua Fria, São Paulo",3.0,4,140.0,https://www.zapimoveis.com.br/imovel/aluguel-sobrados-3-quartos-com-churrasqueira-agua-fria-sao-paulo-140m2-id-2874908154/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 23.000,R$ 2.800,R$ 2.200,Rua Antônio de Oliveira,"Apartamento para alugar com 162 m², 3 quartos, 4 banheiros, 3 vagas emChácara Santo Antônio (Zona Sul), São Paulo",3.0,4,162.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-chacara-santo-antonio-zona-sul-sao-paulo-162m2-id-2874936540/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 2.024,R$ 1.020,R$ 156,Avenida Miruna,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-35m2-id-2836930528/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 20.000,R$ 3.370,R$ 2.363,Rua José Maria Lisboa,"Apartamento para alugar com 133 m², 3 quartos, 5 banheiros, 3 vagas emJardim Paulista, São Paulo",3.0,5,133.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-mobiliado-jardim-paulista-sao-paulo-133m2-id-2847057486/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.500,R$ 670,R$ 50,Rua Vergueiro,"Flat para alugar com 25 m², 1 quarto, 1 banheiro, 1 vaga emVila Mariana, São Paulo",1.0,1,25.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-mariana-sao-paulo-25m2-id-2869256981/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.410,R$ 1.340,R$ 250,Rua Luís Coelho,"Flat para alugar com 46 m², 1 quarto, 1 banheiro, 1 vaga emConsolação, São Paulo",1.0,1,46.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-consolacao-sao-paulo-46m2-id-2853403092/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 4.050,R$ 1.000,R$ 550,Rua Bela Cintra,"Flat para alugar com 48 m², 2 quartos, 1 banheiro, 1 vaga emConsolação, São Paulo",2.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-consolacao-sao-paulo-48m2-id-2853399099/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:18
R$ 3.000,R$ 460,R$ 102,Rua Arnaldo Cintra,"Apartamento para alugar com 50 m², 2 quartos, 1 banheiro, 1 vaga emVila Moreira, São Paulo",2.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-mobiliado-tatuape-zona-leste-sao-paulo-sp-50m2-id-2870733882/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 14.000,R$ 3.191,R$ 1.601,Rua Gaivota,"Apartamento para alugar com 178 m², 3 quartos, 5 banheiros, 2 vagas emMoema, São Paulo",3.0,5,178.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-moema-zona-sul-sao-paulo-sp-178m2-id-2869876129/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 5.000,R$ 820,R$ 260,Avenida Ordem e Progresso,"Apartamento para alugar com 82 m², 3 quartos, 1 banheiro, 2 vagas emJardim das Laranjeiras, São Paulo",3.0,1,82.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-jardim-das-laranjeiras-sao-paulo-82m2-id-2812059197/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 2.350,R$ 1.428,R$ 389,Alameda Jauaperi,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-35m2-id-2869043576/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 2.800,R$ 1.460,R$ 240,Rua Afonso Braz,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-42m2-id-2870412682/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 2.281,R$ 1.581,R$ 339,Alameda Jauaperi,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-35m2-id-2868850706/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 6.000,R$ 1.987,,Rua Tenente Negrão,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-itaim-bibi-sao-paulo-40m2-id-2821157921/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 3.000,R$ 395,R$ 20,Rua Padre Chico,"Imóvel para alugar com 21 m², 1 quarto, 1 banheiro emPerdizes, São Paulo",1.0,1,21.0,https://www.zapimoveis.com.br/imovel/venda-studio-1-quarto-perdizes-sao-paulo-21m2-id-2782390529/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 27.425,R$ 2.300,R$ 275,Rua Funchal,"Apartamento para alugar com 68 m², 2 quartos, 2 banheiros, 2 vagas emVila Olímpia, São Paulo",2.0,2,68.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-vila-olimpia-sao-paulo-68m2-id-2773171433/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 2.877,R$ 2.111,R$ 361,Rua Joinville,"Apartamento para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emVila Mariana, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-vila-mariana-sao-paulo-45m2-id-2874766428/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 8.200,R$ 1.600,R$ 650,Rua Kansas,"Flat para alugar com 84 m², 3 quartos, 2 banheiros, 2 vagas emBrooklin Paulista, São Paulo",3.0,2,84.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-3-quartos-mobiliado-brooklin-paulista-sao-paulo-84m2-id-2763348713/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 5.000,R$ 950,R$ 190,Rua Álvaro Rodrigues,"Flat para alugar com 58 m², 1 quarto, 1 banheiro, 1 vaga emVila Cordeiro, São Paulo",1.0,1,58.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-cordeiro-sao-paulo-58m2-id-2803691617/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 5.500,R$ 1.200,R$ 350,Rua Sansão Alves dos Santos,"Flat para alugar com 55 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,55.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-cidade-moncoes-sao-paulo-55m2-id-2804287231/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 6.500,R$ 1,R$ 1,Rua Ribeiro do Vale,"Apartamento para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-brooklin-paulista-sao-paulo-40m2-id-2833778932/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 3.700,R$ 500,R$ 100,Rua Doutor Diogo de Faria,"Imóvel para alugar com 24 m², 1 quarto, 1 banheiro emVila Clementino, São Paulo",1.0,1,24.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-mobiliado-vila-clementino-sao-paulo-24m2-id-2874628539/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 60.000,R$ 3.800,R$ 1.900,Rua Ministro Jesuíno Cardoso,"Apartamento para alugar com 180 m², 4 quartos, 4 banheiros, 4 vagas emVila Nova Conceição, São Paulo",4.0,4,180.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-vila-nova-conceicao-sao-paulo-180m2-id-2873272736/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 2.745,R$ 550,R$ 105,Rua Alves Guimarães,"Flat para alugar com 26 m², 1 quarto, 1 banheiro emPinheiros, São Paulo",1.0,1,26.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-academia-pinheiros-sao-paulo-26m2-id-2782374151/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 3.250,R$ 800,,Rua Borges Lagoa,"Imóvel para alugar com 36 m², 1 quarto, 1 banheiro emVila Clementino, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-com-cozinha-vila-clementino-sao-paulo-36m2-id-2874222104/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 3.300,R$ 500,R$ 200,Rua Antônio Comparato,"Apartamento para alugar com 32 m², 1 quarto, 1 banheiro emCampo Belo, São Paulo",1.0,1,32.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-piscina-campo-belo-sao-paulo-32m2-id-2837583672/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:02:42
R$ 5.400,R$ 850,R$ 150,Rua Guaraiúva,"Apartamento para alugar com 41 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,41.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-brooklin-zona-sul-sao-paulo-sp-41m2-id-2866563203/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 1.200,,R$ 100,Avenida Imirim,"Apartamento para alugar com 45 m², 1 quarto, 2 banheiros emImirim, São Paulo",1.0,2,45.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-seguranca-interna-imirim-zona-norte-sao-paulo-sp-45m2-id-2860009690/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 2.995,R$ 845,R$ 160,Rua Iperoig,"Flat para alugar com 22 m², 1 quarto, 1 banheiro emPerdizes, São Paulo",1.0,1,22.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-perdizes-zona-oeste-sao-paulo-sp-22m2-id-2869014579/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 5.000,R$ 1.700,R$ 600,Rua Tuim,"Flat para alugar com 65 m², 2 quartos, 2 banheiros, 1 vaga emVila Uberabinha, São Paulo",2.0,2,65.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-vila-uberabinha-sao-paulo-65m2-id-2853401631/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 4.100,R$ 1.700,R$ 500,Alameda Joaquim Eugênio de Lima,"Flat para alugar com 60 m², 2 quartos, 1 banheiro, 2 vagas emJardim Paulista, São Paulo",2.0,1,60.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-mobiliado-jardim-paulista-sao-paulo-60m2-id-2853403033/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 6.800,R$ 1.200,R$ 500,Avenida Cidade Jardim,"Apartamento para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-itaim-bibi-sao-paulo-48m2-id-2866584711/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 34.999,R$ 4.000,R$ 2.000,Avenida Professor Alceu Maynard Araújo,"Apartamento para alugar com 410 m², 4 quartos, 5 banheiros, 2 vagas emVila Cruzeiro, São Paulo",4.0,5,410.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-mobiliado-vila-cruzeiro-sao-paulo-410m2-id-2786187839/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 2.800,R$ 1.000,R$ 200,Avenida Rouxinol,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-42m2-id-2853838337/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 6.000,R$ 1.550,R$ 270,Avenida Jurucê,"Apartamento para alugar com 41 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,41.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-indianopolis-sao-paulo-41m2-id-2738691424/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 5.070,R$ 1.201,R$ 329,Rua Sebastião Gil,"Flat para alugar com 39 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,39.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-pinheiros-sao-paulo-39m2-id-2858076955/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 18.000,R$ 2.157,R$ 1.666,Rua Gabriele D'Annunzio,"Apartamento para alugar com 279 m², 3 quartos, 4 banheiros, 4 vagas emCampo Belo, São Paulo",3.0,4,279.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-deposito-privativo-campo-belo-sao-paulo-279m2-id-2845184418/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 4.750,R$ 1.350,R$ 400,Avenida Cidade Jardim,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-42m2-id-2857633562/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 29.000,R$ 2.900,R$ 1.300,Rua Francisco Leitão,"Cobertura para alugar com 190 m², 1 quarto, 1 banheiro emPinheiros, São Paulo",1.0,1,190.0,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-1-quarto-com-ar-condicionado-pinheiros-sao-paulo-190m2-id-2869674994/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 3.100,,,Rua Vieira de Morais,"Flat para alugar com 28 m², 1 quarto, 1 banheiro, 1 vaga emCampo Belo, São Paulo",1.0,1,28.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-campo-belo-sao-paulo-28m2-id-2853839246/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
R$ 2.500,R$ 1.050,R$ 450,Alameda Campinas,"Flat para alugar com 30 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,30.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-30m2-id-2844054917/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:03:04
