geometry,direction,highway,leisure,natural,access,name,addr:housenumber,addr:street,description,fee,tourism,garden:type,addr:city,gtfs_id,network:short,public_transport:version,route_ref,wheelchair,garden:style,addr:postcode,addr:suburb,opening_hours,operator,operator:type,dog,nohousenumber,park:type,short_name,note,old_name,place,wikidata,wikimedia_commons,wikipedia,barrier,related_law,start_date,surface,internet_access,internet_access:fee,internet_access:operator,operator:wikidata,ownership,phone,website,grass,landuse,name:pt,layer,alt_name,contact:phone,contact:website,official_name,GNS:id,name:en,name:es,source,man_made,contact:email,contact:facebook,contact:twitter,contact:youtube,loc_name,opening_hours:covid19,name:it,name:ja,name:tr,wikipedia:pt,amenity,community_centre,footway,hotspot,toilets:wheelchair,tree,sport,park_type,addr:country,animal,name:etymology:wikidata,foot,is_in:city,is_in:country,is_in:country_code,is_in:iso_3166_2,name:ar,name:fr,name:id,name:ja-Hira,name:ko,name:ru,name:vi,name:zh,wikipedia:en,ele,square,club,location,substation,addr:state,denomination,diocese,email,heritage,heritage:operator,historic,iphan:classification,iphan:inscription_date,iphan:status,iphan:tombo,monastery:type,ref:iphan,religion,parking,owner,owner:wikidata,check_date:opening_hours,disused:garden:type,disused:leisure,postal_code,smoking,check_date,boundary,governance_type,protect_class,protection_title,source:name,addr:full,fax,height,lit,fixme,building,shop,toilets,area:highway,lg_nome,lg_tipo,lg_prep,lg_titulo,level,grassland,official_name:en,park_ride,junction,park,fence_type,related_law:url,abandoned,leaf_type,noname,addr:district,area,width,leaf_cycle,plant,plants,urban,denotation,architect,fitness_station,ruins,heating,proposed:landuse,type,bicycle,horse,name:etymology,old_website,site,traffic_calming,note:2,playground
"POLYGON ((-46.718511 -23.5124261, -46.7184886 -23.5124323, -46.7183173 -23.5124968, -46.7181435 -23.5125639, -46.7180298 -23.5126106, -46.7180298 -23.5126105, -46.7180279 -23.5126093, -46.718023 -23.512592, -46.7179951 -23.5124218, -46.7179954 -23.5124199, -46.7179956 -23.5124194, -46.7180053 -23.512408, -46.7180179 -23.5123967, -46.7180228 -23.5123933, -46.7180322 -23.5123907, -46.7180383 -23.5123886, -46.7180421 -23.5123883, -46.7180463 -23.5123884, -46.7181697 -23.5124011, -46.7184102 -23.5124194, -46.718511 -23.5124261))",,,park,,,Praça Mataúna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7204526 -23.5149458, -46.7200227 -23.5148982, -46.7202055 -23.5151579, -46.7204526 -23.5149458))",,,park,,,Praça Padre Arnaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6752264 -23.5115434, -46.6747008 -23.5114449, -46.6746602 -23.5114494, -46.6746327 -23.5114719, -46.6746121 -23.5115646, -46.6751972 -23.5116743, -46.6752264 -23.5115434))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6768788 -23.5101027, -46.6768784 -23.5101, -46.6768768 -23.5100971, -46.6768732 -23.5100933, -46.6764749 -23.5097831, -46.6764047 -23.510182, -46.6763649 -23.5102106, -46.6764612 -23.5102375, -46.6764739 -23.5102416, -46.6764841 -23.5102439, -46.6764977 -23.5102455, -46.6765168 -23.5102458, -46.6765422 -23.5102443, -46.6765701 -23.5102397, -46.6766045 -23.5102328, -46.6766338 -23.5102243, -46.6766682 -23.5102128, -46.676718 -23.5101916, -46.6767562 -23.5101745, -46.6768675 -23.5101149, -46.6768769 -23.5101081, -46.6768782 -23.5101064, -46.6768788 -23.5101027))",,,park,,,Praça José Gomes Vieira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6730974 -23.5057425, -46.6730896 -23.505749, -46.6730784 -23.5057504, -46.6730667 -23.5057514, -46.6730584 -23.5057477, -46.6730491 -23.5057338, -46.6730278 -23.5056972, -46.6729816 -23.5056029, -46.6729336 -23.5055041, -46.6729363 -23.5054979, -46.6729411 -23.5054917, -46.6729515 -23.5054865, -46.6729632 -23.5054832, -46.6729732 -23.5054796, -46.672985 -23.5054779, -46.6729984 -23.5054796, -46.6730105 -23.5054884, -46.6730407 -23.5055619, -46.6730892 -23.5057079, -46.6730961 -23.5057265, -46.6730974 -23.5057425))",,,park,,,Praça Marco Antônio Primon Maestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,no,WiFi Livre SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6648713 -23.5067126, -46.6649492 -23.5066728, -46.6654131 -23.5065454, -46.6656179 -23.506565, -46.6654481 -23.5066064, -46.6648902 -23.5067293, -46.6648713 -23.5067126))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6660455 -23.5092849, -46.6659402 -23.509329, -46.6658364 -23.5093381, -46.6657347 -23.5093175, -46.6656449 -23.509269, -46.6655758 -23.5091975, -46.6655342 -23.5091098, -46.6655242 -23.5090147, -46.6655468 -23.5089214, -46.6655997 -23.508839, -46.6656777 -23.5087757, -46.6657733 -23.5087376, -46.6658886 -23.5087293, -46.666 -23.5087576, -46.6660942 -23.5088192, -46.6661598 -23.5089065, -46.6661887 -23.5090093, -46.6661777 -23.5091148, -46.6661279 -23.5092106, -46.6660455 -23.5092849))",,,park,,,Praça Delegado Amoroso Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6526177 -23.5443728, -46.6527079 -23.5446277, -46.6528909 -23.5445737, -46.6530176 -23.5449339, -46.6522738 -23.5451987, -46.6522515 -23.5451984, -46.6522325 -23.5451816, -46.6520199 -23.5446364, -46.6520264 -23.5446152, -46.6520341 -23.5445991, -46.6526177 -23.5443728))",,,garden,,,Sede São Paulo do Iate Clube de Santos,18,Avenida Higienópolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://icsantos.com.br/nossas-sedes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iate Clube de Santos,Q10299635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7214645 -23.469429, -46.7217059 -23.469492, -46.7218155 -23.4695565, -46.7218196 -23.4696211, -46.7212718 -23.470793, -46.7212264 -23.470882, -46.7211051 -23.4707907, -46.7210381 -23.4707308, -46.7210204 -23.4706697, -46.7210517 -23.4705277, -46.7214645 -23.469429))",,,park,,,Praça Padre Pedro Bonnier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6729485 -23.570494, -46.6729485 -23.5704894, -46.6729242 -23.5704659, -46.672874 -23.5704175, -46.6727737 -23.5703207, -46.6725784 -23.5701323, -46.6724568 -23.570018, -46.672271 -23.5698444, -46.6722657 -23.5698435, -46.6722619 -23.569844, -46.6722324 -23.5698524, -46.6721606 -23.5698721, -46.6720927 -23.5698871, -46.6720289 -23.5698969, -46.6719776 -23.5698992, -46.6719351 -23.5698971, -46.6718865 -23.5698913, -46.6718238 -23.5698793, -46.6717706 -23.5698644, -46.6717603 -23.5698631, -46.6717557 -23.5698654, -46.6717537 -23.5698691, -46.6717533 -23.5698739, -46.6717553 -23.5698778, -46.6717682 -23.5698927, -46.6717974 -23.5699253, -46.671829 -23.5699667, -46.6718619 -23.5700135, -46.6719046 -23.5700783, -46.6719449 -23.5701445, -46.6719827 -23.5702121, -46.6720178 -23.5702808, -46.6720503 -23.5703506, -46.6720802 -23.5704214, -46.6721071 -23.5704925, -46.6721397 -23.5705837, -46.6721428 -23.5705895, -46.6721568 -23.5705878, -46.6722144 -23.5705806, -46.6723296 -23.5705664, -46.6725602 -23.5705384, -46.6729485 -23.570494))",,,park,,,Praça Adolpho Bloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6798353 -23.5771744, -46.6798793 -23.5770968, -46.6800737 -23.5772758, -46.6798353 -23.5771744))",,,park,,,Praça Luis Delben Júnior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6331936 -23.5477403, -46.6331923 -23.5476429, -46.6332271 -23.547439, -46.6329007 -23.5470806, -46.6323919 -23.546522, -46.6323644 -23.5465828, -46.6316246 -23.5482191, -46.6320053 -23.5483483, -46.6320639 -23.5482216, -46.6324192 -23.5474539, -46.6331936 -23.5477403))",,,park,,forestry,Patio do Collegio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.3919111 -23.5966485, -46.3918843 -23.596855, -46.3919094 -23.5971124, -46.3919618 -23.5973962, -46.3920022 -23.5975519, -46.3917673 -23.5976728, -46.3914282 -23.5977141, -46.3911128 -23.5978104, -46.3909025 -23.597896, -46.3903393 -23.5957379, -46.3911893 -23.5947554, -46.3925279 -23.5929456, -46.3927693 -23.5930784, -46.3925934 -23.5934451, -46.3928766 -23.5935945, -46.3930901 -23.5936077, -46.3929517 -23.5936781, -46.3927532 -23.5941107, -46.3930429 -23.5942189, -46.3930118 -23.5943939, -46.3932575 -23.5944892, -46.3936813 -23.5949956, -46.395017 -23.5941746, -46.3948829 -23.5938059, -46.3952048 -23.593624, -46.3957788 -23.5945286, -46.3949698 -23.5958097, -46.3952219 -23.5969305, -46.3948625 -23.5970288, -46.3946158 -23.5971664, -46.3942392 -23.5971045, -46.3938369 -23.5968489, -46.3931288 -23.5962639, -46.3926781 -23.5960722, -46.3923348 -23.5961754, -46.3920559 -23.5963573, -46.3919111 -23.5966485))",,,park,,,Parque da Consciência Negra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6576129 -23.6591141, -46.6575929 -23.6592486, -46.6576021 -23.659377, -46.6574701 -23.6592627, -46.6576129 -23.6591141))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6590996 -23.6595413, -46.6593159 -23.6595397, -46.6595148 -23.6595908, -46.6594876 -23.6592031, -46.6590996 -23.6595413))",,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6600869 -23.5863117, -46.6601942 -23.5862519, -46.6602553 -23.5863441, -46.660148 -23.5864039, -46.6600869 -23.5863117))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4228317 -23.4991156, -46.4227612 -23.4990641, -46.4227232 -23.4990024, -46.4227108 -23.4989317, -46.4227338 -23.4988457, -46.422784 -23.4987854, -46.4228624 -23.4987439, -46.4229509 -23.4987348, -46.4230448 -23.4987633, -46.4231106 -23.4988197, -46.4231444 -23.4988885, -46.4231483 -23.4989639, -46.4231231 -23.4990331, -46.4230638 -23.499096, -46.4229888 -23.49913, -46.4229144 -23.4991367, -46.4228317 -23.4991156))",,,park,,,Praça Francisco Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6612419 -23.6372805, -46.6608664 -23.6373296, -46.6608985 -23.6375458, -46.6604389 -23.6376062, -46.6608413 -23.6380571, -46.6609244 -23.6381394, -46.661317 -23.6380668, -46.6612419 -23.6372805))",,,park,,,Praça Durval Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6628604 -23.6365819, -46.6626968 -23.636261, -46.661408 -23.636671, -46.6614276 -23.6367495, -46.6614638 -23.6368696, -46.6616098 -23.6371284, -46.6620175 -23.6375936, -46.6613617 -23.638004, -46.6613745 -23.6383129, -46.6621508 -23.637767, -46.6626374 -23.6374808, -46.6631453 -23.6372697, -46.6631557 -23.6372523, -46.6631653 -23.6372351, -46.6631737 -23.6372181, -46.663181 -23.637201, -46.6631874 -23.6371835, -46.6631928 -23.6371655, -46.663259 -23.6371215, -46.6633003 -23.6371255, -46.6633331 -23.6371313, -46.6636343 -23.6369657, -46.6634837 -23.6367084, -46.6635771 -23.6366596, -46.6634141 -23.6363014, -46.6629866 -23.6365172, -46.6628604 -23.6365819))",,,park,,,Parque do Chuvisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6725585 -23.6308701, -46.6725745 -23.6308659, -46.6725917 -23.6308639, -46.6726045 -23.6308634, -46.6726175 -23.6308684, -46.6726266 -23.6308734, -46.6726403 -23.6308822, -46.6726501 -23.6308921, -46.672662 -23.6309033, -46.672666 -23.6309091, -46.6726672 -23.6309129, -46.6726673 -23.6309161, -46.6726666 -23.6309189, -46.6726352 -23.6309432, -46.6726151 -23.630957, -46.6725925 -23.6309766, -46.6723838 -23.6311439, -46.6720608 -23.6314044, -46.6719345 -23.6315048, -46.6719327 -23.6315057, -46.6719292 -23.6315044, -46.6719297 -23.6315023, -46.6719354 -23.6314966, -46.6720724 -23.6313043, -46.672512 -23.6308968, -46.672543 -23.6308766, -46.6725585 -23.6308701))",,,park,,,Praça Sérgio Tondi Júnior,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6733822 -23.6301495, -46.6733867 -23.6301499, -46.6733905 -23.6301505, -46.6733955 -23.6301523, -46.6733979 -23.6301537, -46.6734645 -23.6302194, -46.6734709 -23.6302277, -46.6734761 -23.630235, -46.6734798 -23.6302422, -46.6734822 -23.6302482, -46.673483 -23.630252, -46.6734832 -23.6302548, -46.6734828 -23.6302572, -46.6732953 -23.6304078, -46.6728136 -23.6307984, -46.6728012 -23.6308072, -46.6727976 -23.6308091, -46.6727947 -23.6308099, -46.6727884 -23.630811, -46.6727798 -23.630811, -46.6727745 -23.6308102, -46.6727717 -23.6308093, -46.6727644 -23.6308054, -46.6727617 -23.6308035, -46.6727398 -23.6307804, -46.6727381 -23.6307781, -46.6727361 -23.6307736, -46.6727347 -23.6307679, -46.6727341 -23.6307623, -46.6727344 -23.6307566, -46.6727352 -23.6307523, -46.672737 -23.6307481, -46.6727408 -23.6307426, -46.6727626 -23.6307213, -46.6729289 -23.6305644, -46.6732714 -23.6302404, -46.6733575 -23.6301568, -46.67336 -23.6301549, -46.6733646 -23.6301521, -46.6733685 -23.6301512, -46.6733768 -23.6301499, -46.6733822 -23.6301495))",,,park,,,Praça Friedrich Naumann,,,,,,,São Paulo,,,,,,,04620-004,Brooklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4922099 -23.5882085, -46.4921926 -23.5882468, -46.4916051 -23.5884223, -46.4919161 -23.5875447, -46.4919478 -23.5875263, -46.4919881 -23.5875593, -46.4922099 -23.5882085))",,,park,,,Praça São Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5229317 -23.5671123, -46.5231174 -23.5671091, -46.5231624 -23.5671083, -46.523358 -23.5671078, -46.5233972 -23.5671077, -46.5234045 -23.5671079, -46.5234059 -23.5671082, -46.5234063 -23.5671135, -46.5234068 -23.5673306, -46.5234055 -23.5674138, -46.5234066 -23.5674725, -46.5234056 -23.5676444, -46.5234056 -23.5677402, -46.5234042 -23.5678581, -46.5233372 -23.567752, -46.5232407 -23.5675992, -46.5231417 -23.5674433, -46.5230873 -23.5673577, -46.5229885 -23.5672018, -46.5229317 -23.5671123))",,,park,,,Praça Vieira do Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7608303 -23.544474, -46.7610621 -23.5445685, -46.7612675 -23.5447598, -46.7613855 -23.5451729, -46.7613947 -23.5459258, -46.7613104 -23.5461367, -46.7610621 -23.5463782, -46.7607418 -23.5466974, -46.7604682 -23.5470195, -46.7603019 -23.5471719, -46.7601232 -23.5473347, -46.7599033 -23.5474699, -46.759721 -23.5476666, -46.7592526 -23.5478207, -46.7596153 -23.5470908, -46.7598728 -23.546481, -46.7601303 -23.545822, -46.7602697 -23.5451827, -46.7603325 -23.5446963, -46.7604505 -23.5445094, -46.7608303 -23.544474))",,,park,,,Bosque da Amizade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5684379 -23.5482755, -46.5689457 -23.5483727, -46.5687338 -23.549267, -46.5682351 -23.5491712, -46.5684379 -23.5482755))",,,park,,,Largo Nossa Senhora do Parto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.732828 -23.572528, -46.7319227 -23.5723911, -46.7320088 -23.5719131, -46.732914 -23.57205, -46.732828 -23.572528))",,,park,,,Praça Laerte Garcia Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4559955 -23.4832888, -46.4535852 -23.4829441, -46.4531878 -23.4851872, -46.4531215 -23.4862435, -46.4531466 -23.4866942, -46.4532656 -23.4875564, -46.4535349 -23.4885828, -46.4536516 -23.4890274, -46.454241 -23.4890406, -46.4552798 -23.4863962, -46.4555429 -23.4856755, -46.4562319 -23.4842341, -46.4565758 -23.4837486, -46.4560598 -23.4836328, -46.4559955 -23.4832888))",,,park,,,Parque Jacuí,911,Rua Catleias,,,,,São Paulo,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,+55 11 2033 1940,http://www.daee.sp.gov.br/index.php?option=com_content&view=article&id=568:em-sao-miguel-paulista-nucleo-vila-jacui-e-opcao-de-lazer-&catid=48:noticias&Itemid=53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6809903 -23.5438196, -46.6810359 -23.5436909, -46.6810168 -23.5436306, -46.6808079 -23.5435119, -46.6805671 -23.5435677, -46.6804981 -23.543716, -46.6803189 -23.5438704, -46.6798596 -23.5440785, -46.6793442 -23.5442171, -46.6792472 -23.5442303, -46.6794056 -23.5445019, -46.6796714 -23.5443466, -46.6798257 -23.5443063, -46.6805873 -23.5441239, -46.6807699 -23.5440324, -46.6809903 -23.5438196))",,,park,,,Praça Abelardo Rocas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6951061 -23.6353757, -46.6951019 -23.6353751, -46.6951011 -23.6353749, -46.6950946 -23.6353718, -46.6950929 -23.6353707, -46.6949822 -23.6352448, -46.694794 -23.6350326, -46.6946582 -23.6348799, -46.6946533 -23.6348726, -46.6946504 -23.6348667, -46.6946496 -23.634864, -46.6946494 -23.6348627, -46.69465 -23.634857, -46.6946535 -23.6348421, -46.694654 -23.6348391, -46.694716 -23.634803, -46.6947207 -23.6348004, -46.6947441 -23.6348334, -46.6948794 -23.6350291, -46.6951038 -23.6353504, -46.6951151 -23.6353648, -46.695116 -23.6353663, -46.6951159 -23.6353668, -46.6951159 -23.635367, -46.6951157 -23.6353673, -46.6951111 -23.6353721, -46.6951098 -23.6353735, -46.6951062 -23.6353757, -46.6951061 -23.6353757))",,,park,,,Praça Rui de Amorim Cortez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7031927 -23.6434579, -46.7031448 -23.643469, -46.7030691 -23.6434723, -46.7030142 -23.6434709, -46.7029585 -23.6434604, -46.7028994 -23.643436, -46.7028621 -23.6434084, -46.7028418 -23.6433843, -46.7031584 -23.6428414, -46.7032467 -23.6428334, -46.7033085 -23.6428845, -46.7031927 -23.6434579))",,,park,,,Praça Bartolomeu Pimentel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6967891 -23.6240112, -46.6968344 -23.6240502, -46.696751 -23.6244824, -46.6964486 -23.6240857, -46.6967891 -23.6240112))",,,park,,,Praça Professor Mauricio Simão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
